time,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,city
2021-01-02T15:00,27.6,66,0.0,1010.0,12.9,288,Mumbai
2021-01-02T16:00,26.7,71,0.0,1010.0,14.8,309,Mumbai
2021-01-02T17:00,25.5,72,0.0,1010.1,16.2,328,Mumbai
2021-01-02T18:00,24.3,77,0.0,1010.6,14.8,334,Mumbai
2021-01-02T19:00,24.0,78,0.0,1011.1,14.2,339,Mumbai
2021-01-02T20:00,23.9,76,0.0,1011.6,13.7,342,Mumbai
2021-01-02T21:00,23.7,75,0.0,1011.9,11.8,348,Mumbai
2021-01-02T22:00,23.4,73,0.0,1012.1,11.1,347,Mumbai
2021-01-02T23:00,23.3,70,0.0,1012.0,10.7,346,Mumbai
2021-01-03T00:00,23.4,67,0.0,1011.5,9.8,352,Mumbai
2021-01-03T01:00,23.2,67,0.0,1010.8,9.0,358,Mumbai
2021-01-03T02:00,22.9,69,0.0,1010.2,7.2,360,Mumbai
2021-01-03T03:00,22.7,71,0.0,1009.5,7.6,355,Mumbai
2021-01-03T04:00,22.5,73,0.0,1009.2,8.7,353,Mumbai
2021-01-03T05:00,22.4,77,0.0,1009.3,8.7,355,Mumbai
2021-01-03T06:00,21.8,79,0.0,1010.0,5.6,15,Mumbai
2021-01-03T07:00,21.5,83,0.0,1010.8,4.1,15,Mumbai
2021-01-03T08:00,23.3,71,0.0,1011.4,6.0,17,Mumbai
2021-01-03T09:00,25.0,66,0.0,1011.9,5.5,32,Mumbai
2021-01-03T10:00,26.8,63,0.0,1012.1,2.6,16,Mumbai
2021-01-03T11:00,28.0,58,0.0,1011.7,5.3,298,Mumbai
2021-01-03T12:00,28.3,59,0.0,1010.5,10.5,301,Mumbai
2021-01-03T13:00,28.3,60,0.0,1009.3,12.6,301,Mumbai
2021-01-03T14:00,28.2,61,0.0,1008.2,12.4,296,Mumbai
2021-01-03T15:00,27.5,62,0.0,1007.7,15.1,295,Mumbai
2021-01-03T16:00,26.2,66,0.0,1007.8,17.2,307,Mumbai
2021-01-03T17:00,25.2,70,0.0,1007.9,15.8,319,Mumbai
2021-01-03T18:00,23.9,77,0.0,1008.8,16.9,326,Mumbai
2021-01-03T19:00,23.3,79,0.0,1009.4,18.0,334,Mumbai
2021-01-03T20:00,23.0,77,0.0,1009.9,16.2,347,Mumbai
2021-01-03T21:00,22.6,72,0.0,1010.7,11.0,11,Mumbai
2021-01-03T22:00,22.5,69,0.0,1010.8,7.5,17,Mumbai
2021-01-03T23:00,22.3,68,0.0,1010.6,6.9,9,Mumbai
2021-01-04T00:00,22.2,67,0.0,1010.4,5.4,356,Mumbai
2021-01-04T01:00,22.3,65,0.0,1009.8,7.1,345,Mumbai
2021-01-04T02:00,22.3,64,0.0,1009.4,8.4,353,Mumbai
2021-01-04T03:00,22.0,64,0.0,1009.0,7.2,6,Mumbai
2021-01-04T04:00,21.2,68,0.0,1008.8,4.9,36,Mumbai
2021-01-04T05:00,21.8,70,0.0,1008.9,3.8,49,Mumbai
2021-01-04T06:00,21.5,72,0.0,1009.3,4.2,31,Mumbai
2021-01-04T07:00,21.2,77,0.0,1010.1,4.2,31,Mumbai
2021-01-04T08:00,22.9,65,0.0,1011.1,4.0,350,Mumbai
2021-01-04T09:00,24.5,60,0.0,1011.9,3.5,336,Mumbai
2021-01-04T10:00,25.9,57,0.0,1012.0,3.6,307,Mumbai
2021-01-04T11:00,27.0,55,0.0,1011.1,4.3,275,Mumbai
2021-01-04T12:00,27.8,54,0.0,1010.1,8.0,278,Mumbai
2021-01-04T13:00,28.0,54,0.0,1008.9,10.3,282,Mumbai
2021-01-04T14:00,27.9,54,0.0,1008.2,10.8,285,Mumbai
2021-01-04T15:00,27.5,56,0.0,1008.0,12.0,286,Mumbai
2021-01-04T16:00,26.6,60,0.0,1008.4,13.5,299,Mumbai
2021-01-04T17:00,25.1,67,0.0,1008.7,16.2,323,Mumbai
2021-01-04T18:00,23.9,74,0.0,1009.4,16.6,330,Mumbai
2021-01-04T19:00,23.4,78,0.0,1010.1,15.8,336,Mumbai
2021-01-04T20:00,23.2,78,0.0,1010.9,14.7,343,Mumbai
2021-01-04T21:00,22.9,78,0.0,1011.2,14.6,340,Mumbai
2021-01-04T22:00,22.8,77,0.0,1011.5,13.4,340,Mumbai
2021-01-04T23:00,22.8,72,0.0,1011.6,12.2,346,Mumbai
2021-01-05T00:00,22.5,70,0.0,1011.3,10.2,352,Mumbai
2021-01-05T01:00,22.1,71,0.1,1011.1,7.9,360,Mumbai
2021-01-05T02:00,21.9,74,0.2,1010.5,7.6,360,Mumbai
2021-01-05T03:00,21.7,78,0.1,1010.3,5.8,4,Mumbai
2021-01-05T04:00,21.3,80,0.0,1010.4,4.0,27,Mumbai
2021-01-05T05:00,21.5,75,0.0,1010.4,8.9,21,Mumbai
2021-01-05T06:00,21.3,75,0.0,1011.2,7.4,29,Mumbai
2021-01-05T07:00,21.2,76,0.0,1011.8,5.8,30,Mumbai
2021-01-05T08:00,22.5,69,0.0,1012.5,7.6,5,Mumbai
2021-01-05T09:00,24.5,63,0.0,1013.0,10.2,352,Mumbai
2021-01-05T10:00,26.3,59,0.0,1013.0,9.4,353,Mumbai
2021-01-05T11:00,27.7,56,0.0,1012.5,8.6,345,Mumbai
2021-01-05T12:00,28.4,54,0.0,1011.2,9.6,326,Mumbai
2021-01-05T13:00,28.2,55,0.0,1010.1,16.8,313,Mumbai
2021-01-05T14:00,27.4,57,0.0,1009.4,20.9,316,Mumbai
2021-01-05T15:00,26.7,60,0.0,1009.1,20.7,320,Mumbai
2021-01-05T16:00,25.9,64,0.0,1009.3,20.4,324,Mumbai
2021-01-05T17:00,24.8,68,0.0,1009.6,20.9,331,Mumbai
2021-01-05T18:00,23.9,72,0.0,1010.3,19.2,334,Mumbai
2021-01-05T19:00,23.6,72,0.0,1011.0,19.3,339,Mumbai
2021-01-05T20:00,23.5,69,0.0,1011.7,16.9,348,Mumbai
2021-01-05T21:00,23.3,68,0.0,1012.3,13.7,358,Mumbai
2021-01-05T22:00,23.1,67,0.0,1012.5,10.5,6,Mumbai
2021-01-05T23:00,22.9,67,0.0,1012.2,10.1,360,Mumbai
2021-01-06T00:00,22.8,66,0.0,1011.6,10.8,358,Mumbai
2021-01-06T01:00,22.7,65,0.0,1011.2,10.4,360,Mumbai
2021-01-06T02:00,22.5,64,0.0,1010.7,11.9,358,Mumbai
2021-01-06T03:00,22.6,62,0.0,1010.6,13.3,357,Mumbai
2021-01-06T04:00,22.6,60,0.0,1010.6,14.1,356,Mumbai
2021-01-06T05:00,22.3,58,0.0,1010.6,12.6,2,Mumbai
2021-01-06T06:00,21.9,58,0.0,1011.1,12.6,358,Mumbai
2021-01-06T07:00,21.6,60,0.0,1011.7,13.3,2,Mumbai
2021-01-06T08:00,22.3,59,0.0,1012.6,13.0,360,Mumbai
2021-01-06T09:00,24.0,57,0.0,1013.1,12.3,355,Mumbai
2021-01-06T10:00,26.0,55,0.0,1012.9,11.2,354,Mumbai
2021-01-06T11:00,27.7,52,0.0,1012.1,9.9,350,Mumbai
2021-01-06T12:00,28.9,50,0.0,1010.7,9.7,338,Mumbai
2021-01-06T13:00,29.1,49,0.0,1009.3,14.5,318,Mumbai
2021-01-06T14:00,28.4,52,0.0,1008.5,19.6,317,Mumbai
2021-01-06T15:00,27.3,56,0.0,1008.0,21.8,321,Mumbai
2021-01-06T16:00,26.3,60,0.0,1008.0,20.8,326,Mumbai
2021-01-06T17:00,25.4,67,0.0,1008.1,18.8,324,Mumbai
2021-01-06T18:00,24.4,73,0.0,1008.9,20.2,329,Mumbai
2021-01-06T19:00,24.1,72,0.0,1010.0,19.2,334,Mumbai
2021-01-06T20:00,24.0,70,0.0,1010.8,19.6,343,Mumbai
2021-01-06T21:00,24.0,69,0.0,1011.5,16.5,350,Mumbai
2021-01-06T22:00,23.8,68,0.0,1011.5,13.7,2,Mumbai
2021-01-06T23:00,23.7,68,0.0,1011.1,10.5,354,Mumbai
2021-01-07T00:00,23.3,70,0.0,1010.8,10.6,350,Mumbai
2021-01-07T01:00,23.0,71,0.0,1010.2,10.8,358,Mumbai
2021-01-07T02:00,22.9,73,0.0,1009.5,8.9,14,Mumbai
2021-01-07T03:00,22.7,76,0.0,1008.9,7.3,33,Mumbai
2021-01-07T04:00,22.5,79,0.0,1008.8,6.6,49,Mumbai
2021-01-07T05:00,22.5,75,0.0,1008.4,5.8,360,Mumbai
2021-01-07T06:00,21.8,79,0.0,1008.9,5.1,4,Mumbai
2021-01-07T07:00,21.6,82,0.0,1009.6,4.3,24,Mumbai
2021-01-07T08:00,23.6,72,0.0,1010.3,5.8,30,Mumbai
2021-01-07T09:00,25.4,66,0.0,1011.0,6.0,33,Mumbai
2021-01-07T10:00,27.5,59,0.0,1010.8,3.2,27,Mumbai
2021-01-07T11:00,28.7,55,0.0,1009.9,2.8,320,Mumbai
2021-01-07T12:00,29.1,55,0.0,1008.7,6.1,298,Mumbai
2021-01-07T13:00,29.2,57,0.0,1007.5,9.4,302,Mumbai
2021-01-07T14:00,29.4,57,0.0,1006.3,11.9,305,Mumbai
2021-01-07T15:00,28.9,59,0.0,1005.7,13.7,305,Mumbai
2021-01-07T16:00,27.5,64,0.0,1005.7,17.6,314,Mumbai
2021-01-07T17:00,26.7,69,0.0,1006.0,14.0,318,Mumbai
2021-01-07T18:00,25.7,74,0.0,1006.9,12.2,332,Mumbai
2021-01-07T19:00,25.5,75,0.2,1008.1,4.3,336,Mumbai
2021-01-07T20:00,25.4,77,0.0,1008.7,5.9,346,Mumbai
2021-01-07T21:00,24.7,80,0.0,1008.6,7.6,329,Mumbai
2021-01-07T22:00,24.1,85,0.0,1008.2,5.5,328,Mumbai
2021-01-07T23:00,23.7,87,0.0,1007.9,3.5,336,Mumbai
2021-01-08T00:00,23.8,88,0.0,1007.5,5.5,328,Mumbai
2021-01-08T01:00,23.5,90,0.4,1007.3,9.4,353,Mumbai
2021-01-08T02:00,23.3,91,0.1,1006.8,7.2,18,Mumbai
2021-01-08T03:00,22.9,94,0.5,1006.8,4.0,10,Mumbai
2021-01-08T04:00,23.0,95,0.2,1006.7,5.2,344,Mumbai
2021-01-08T05:00,23.6,93,0.2,1006.5,4.9,36,Mumbai
2021-01-08T06:00,23.8,92,0.0,1007.5,3.1,36,Mumbai
2021-01-08T07:00,23.5,94,0.5,1008.6,6.3,336,Mumbai
2021-01-08T08:00,23.6,95,0.4,1009.7,10.0,345,Mumbai
2021-01-08T09:00,24.5,89,0.3,1010.3,8.4,350,Mumbai
2021-01-08T10:00,26.0,82,0.1,1010.5,7.8,347,Mumbai
2021-01-08T11:00,27.2,73,0.0,1010.0,6.9,354,Mumbai
2021-01-08T12:00,28.4,67,0.0,1008.7,5.2,344,Mumbai
2021-01-08T13:00,28.7,66,0.0,1007.6,6.1,315,Mumbai
2021-01-08T14:00,28.9,67,0.1,1006.6,8.4,313,Mumbai
2021-01-08T15:00,28.6,68,0.0,1006.0,10.5,311,Mumbai
2021-01-08T16:00,27.3,73,0.0,1006.0,11.5,314,Mumbai
2021-01-08T17:00,26.9,77,0.0,1006.4,8.7,312,Mumbai
2021-01-08T18:00,25.9,82,0.0,1007.2,9.5,323,Mumbai
2021-01-08T19:00,25.3,86,0.0,1008.1,10.2,337,Mumbai
2021-01-08T20:00,24.8,88,0.0,1009.3,9.4,356,Mumbai
2021-01-08T21:00,24.4,89,0.0,1009.7,8.6,358,Mumbai
2021-01-08T22:00,24.2,90,0.0,1009.5,9.8,352,Mumbai
2021-01-08T23:00,24.0,90,0.0,1009.2,11.3,351,Mumbai
2021-01-09T00:00,23.8,91,0.2,1009.0,11.2,358,Mumbai
2021-01-09T01:00,23.9,90,0.0,1008.5,10.2,8,Mumbai
2021-01-09T02:00,23.7,90,0.0,1007.9,9.7,15,Mumbai
2021-01-09T03:00,23.5,90,0.0,1007.7,9.4,18,Mumbai
2021-01-09T04:00,23.3,91,0.0,1007.7,9.2,21,Mumbai
2021-01-09T05:00,23.1,90,0.0,1007.7,6.4,16,Mumbai
2021-01-09T06:00,22.9,91,0.0,1008.5,5.4,356,Mumbai
2021-01-09T07:00,23.1,90,0.0,1009.1,6.5,6,Mumbai
2021-01-09T08:00,24.4,83,0.0,1010.0,7.8,34,Mumbai
2021-01-09T09:00,26.4,74,0.0,1010.6,7.8,56,Mumbai
2021-01-09T10:00,28.5,63,0.0,1010.7,8.8,99,Mumbai
2021-01-09T11:00,29.6,58,0.0,1010.2,7.9,133,Mumbai
2021-01-09T12:00,30.3,55,0.0,1009.0,5.8,176,Mumbai
2021-01-09T13:00,30.1,57,0.0,1007.8,6.9,264,Mumbai
2021-01-09T14:00,29.5,63,0.0,1007.1,12.9,293,Mumbai
2021-01-09T15:00,28.7,67,0.0,1006.8,15.4,307,Mumbai
2021-01-09T16:00,27.9,69,0.0,1006.7,16.1,318,Mumbai
2021-01-09T17:00,27.2,73,0.0,1006.7,14.3,326,Mumbai
2021-01-09T18:00,25.8,80,0.0,1007.5,13.3,327,Mumbai
2021-01-09T19:00,25.3,83,0.0,1008.5,12.6,336,Mumbai
2021-01-09T20:00,25.3,83,0.0,1009.6,10.1,354,Mumbai
2021-01-09T21:00,25.4,82,0.0,1010.1,8.6,360,Mumbai
2021-01-09T22:00,25.5,82,0.0,1010.0,7.0,12,Mumbai
2021-01-09T23:00,25.3,83,0.0,1009.9,6.8,18,Mumbai
2021-01-10T00:00,24.9,85,0.0,1009.7,7.3,20,Mumbai
2021-01-10T01:00,24.5,87,0.0,1009.2,5.6,45,Mumbai
2021-01-10T02:00,24.3,88,0.0,1008.9,5.4,37,Mumbai
2021-01-10T03:00,24.3,86,0.0,1008.5,8.4,43,Mumbai
2021-01-10T04:00,24.0,87,0.0,1008.7,8.4,70,Mumbai
2021-01-10T05:00,24.1,91,0.0,1008.8,4.5,76,Mumbai
2021-01-10T06:00,23.9,92,0.0,1009.0,3.4,18,Mumbai
2021-01-10T07:00,24.0,91,0.0,1009.5,6.2,36,Mumbai
2021-01-10T08:00,25.3,83,0.0,1010.2,6.9,51,Mumbai
2021-01-10T09:00,27.3,73,0.0,1010.9,6.0,65,Mumbai
2021-01-10T10:00,29.5,64,0.0,1011.4,4.0,95,Mumbai
2021-01-10T11:00,30.7,57,0.0,1011.1,2.3,162,Mumbai
2021-01-10T12:00,31.0,57,0.0,1010.3,5.4,262,Mumbai
2021-01-10T13:00,30.5,62,0.0,1009.1,8.7,287,Mumbai
2021-01-10T14:00,30.6,62,0.0,1008.0,9.8,287,Mumbai
2021-01-10T15:00,29.8,65,0.0,1007.5,12.7,295,Mumbai
2021-01-10T16:00,29.1,67,0.0,1007.6,14.3,313,Mumbai
2021-01-10T17:00,28.4,71,0.0,1007.1,12.4,324,Mumbai
2021-01-10T18:00,26.9,78,0.0,1008.3,13.0,332,Mumbai
2021-01-10T19:00,26.5,79,0.0,1009.1,13.4,340,Mumbai
2021-01-10T20:00,27.1,77,0.0,1009.8,10.1,2,Mumbai
2021-01-10T21:00,27.0,75,0.0,1010.4,8.7,17,Mumbai
2021-01-10T22:00,26.5,74,0.0,1010.6,7.9,24,Mumbai
2021-01-10T23:00,25.8,76,0.0,1010.5,6.6,41,Mumbai
2021-01-11T00:00,25.2,79,0.0,1010.2,5.2,34,Mumbai
2021-01-11T01:00,24.8,81,0.0,1009.7,5.0,21,Mumbai
2021-01-11T02:00,24.4,84,0.0,1009.3,5.0,21,Mumbai
2021-01-11T03:00,24.3,85,0.0,1008.7,6.6,13,Mumbai
2021-01-11T04:00,24.0,85,0.0,1008.5,6.5,19,Mumbai
2021-01-11T05:00,24.3,84,0.0,1008.7,7.1,30,Mumbai
2021-01-11T06:00,23.9,86,0.0,1009.4,6.9,39,Mumbai
2021-01-11T07:00,23.8,87,0.0,1010.1,6.6,45,Mumbai
2021-01-11T08:00,25.3,78,0.0,1011.1,8.4,65,Mumbai
2021-01-11T09:00,27.3,69,0.0,1011.9,6.6,77,Mumbai
2021-01-11T10:00,29.5,61,0.0,1012.2,3.1,111,Mumbai
2021-01-11T11:00,31.0,51,0.0,1012.0,0.7,270,Mumbai
2021-01-11T12:00,31.3,52,0.0,1011.2,6.6,283,Mumbai
2021-01-11T13:00,31.2,57,0.0,1010.1,11.0,289,Mumbai
2021-01-11T14:00,30.8,58,0.0,1009.3,14.2,291,Mumbai
2021-01-11T15:00,30.3,57,0.0,1008.9,15.3,297,Mumbai
2021-01-11T16:00,29.5,60,0.0,1009.0,15.3,311,Mumbai
2021-01-11T17:00,28.1,69,0.0,1009.0,16.1,326,Mumbai
2021-01-11T18:00,27.0,73,0.0,1009.7,14.9,323,Mumbai
2021-01-11T19:00,26.4,77,0.0,1010.8,13.4,333,Mumbai
2021-01-11T20:00,26.1,79,0.0,1011.8,11.8,337,Mumbai
2021-01-11T21:00,26.0,78,0.0,1012.6,9.9,350,Mumbai
2021-01-11T22:00,25.9,77,0.0,1012.6,9.2,349,Mumbai
2021-01-11T23:00,25.7,78,0.0,1012.3,9.3,347,Mumbai
2021-01-12T00:00,25.5,79,0.0,1011.8,9.0,358,Mumbai
2021-01-12T01:00,25.2,81,0.0,1011.5,7.2,6,Mumbai
2021-01-12T02:00,24.8,83,0.0,1010.8,6.3,13,Mumbai
2021-01-12T03:00,24.7,83,0.0,1010.4,7.8,13,Mumbai
2021-01-12T04:00,24.7,81,0.0,1010.2,10.0,15,Mumbai
2021-01-12T05:00,24.5,82,0.0,1010.5,9.7,48,Mumbai
2021-01-12T06:00,24.0,85,0.0,1010.9,8.4,65,Mumbai
2021-01-12T07:00,24.1,82,0.0,1011.5,10.5,52,Mumbai
2021-01-12T08:00,25.7,70,0.0,1012.4,11.9,55,Mumbai
2021-01-12T09:00,28.0,59,0.0,1013.0,9.8,54,Mumbai
2021-01-12T10:00,30.3,50,0.0,1013.1,7.2,63,Mumbai
2021-01-12T11:00,32.1,43,0.0,1012.8,3.9,68,Mumbai
2021-01-12T12:00,32.7,41,0.0,1011.9,2.5,270,Mumbai
2021-01-12T13:00,31.9,50,0.0,1010.6,12.1,287,Mumbai
2021-01-12T14:00,31.0,58,0.0,1009.5,15.8,300,Mumbai
2021-01-12T15:00,30.3,58,0.0,1009.2,17.6,313,Mumbai
2021-01-12T16:00,29.3,60,0.0,1008.8,16.9,320,Mumbai
2021-01-12T17:00,28.1,65,0.0,1008.8,16.7,323,Mumbai
2021-01-12T18:00,26.5,75,0.0,1009.3,20.0,332,Mumbai
2021-01-12T19:00,26.6,75,0.0,1010.0,20.7,343,Mumbai
2021-01-12T20:00,26.7,73,0.0,1010.8,18.1,347,Mumbai
2021-01-12T21:00,26.8,70,0.0,1011.5,16.4,351,Mumbai
2021-01-12T22:00,26.9,68,0.0,1011.7,15.5,356,Mumbai
2021-01-12T23:00,26.5,69,0.0,1011.8,11.7,9,Mumbai
2021-01-13T00:00,26.1,69,0.0,1011.5,10.4,14,Mumbai
2021-01-13T01:00,25.7,68,0.0,1011.1,10.0,15,Mumbai
2021-01-13T02:00,25.4,67,0.0,1010.6,10.5,16,Mumbai
2021-01-13T03:00,25.1,67,0.0,1010.3,10.6,24,Mumbai
2021-01-13T04:00,24.9,68,0.0,1010.1,11.4,28,Mumbai
2021-01-13T05:00,24.2,71,0.0,1010.2,9.4,43,Mumbai
2021-01-13T06:00,23.7,74,0.0,1010.8,8.4,47,Mumbai
2021-01-13T07:00,23.6,75,0.0,1011.6,7.9,47,Mumbai
2021-01-13T08:00,25.2,68,0.0,1012.2,9.4,47,Mumbai
2021-01-13T09:00,27.3,61,0.0,1012.9,8.9,40,Mumbai
2021-01-13T10:00,29.6,53,0.0,1012.7,7.5,35,Mumbai
2021-01-13T11:00,31.5,45,0.0,1012.0,6.2,10,Mumbai
2021-01-13T12:00,32.2,44,0.0,1010.7,7.6,329,Mumbai
2021-01-13T13:00,31.6,54,0.0,1009.6,12.2,304,Mumbai
2021-01-13T14:00,30.9,59,0.0,1008.7,15.1,303,Mumbai
2021-01-13T15:00,30.1,58,0.0,1008.1,17.1,309,Mumbai
2021-01-13T16:00,29.7,50,0.0,1008.1,17.7,321,Mumbai
2021-01-13T17:00,28.3,50,0.0,1008.5,16.2,323,Mumbai
2021-01-13T18:00,27.2,52,0.0,1009.2,16.6,333,Mumbai
2021-01-13T19:00,26.3,56,0.0,1010.1,18.1,339,Mumbai
2021-01-13T20:00,25.6,64,0.0,1010.9,18.9,339,Mumbai
2021-01-13T21:00,25.0,67,0.0,1011.8,17.8,342,Mumbai
2021-01-13T22:00,24.3,69,0.0,1012.2,9.8,8,Mumbai
2021-01-13T23:00,22.5,77,0.0,1012.2,6.9,43,Mumbai
2021-01-14T00:00,22.4,77,0.0,1011.7,6.0,25,Mumbai
2021-01-14T01:00,22.6,77,0.0,1011.2,7.0,21,Mumbai
2021-01-14T02:00,22.4,78,0.0,1010.6,8.1,21,Mumbai
2021-01-14T03:00,22.1,79,0.0,1010.3,8.4,25,Mumbai
2021-01-14T04:00,21.8,80,0.0,1010.3,7.8,34,Mumbai
2021-01-14T05:00,22.0,82,0.0,1010.5,6.1,62,Mumbai
2021-01-14T06:00,21.5,82,0.0,1010.8,7.1,60,Mumbai
2021-01-14T07:00,21.6,81,0.0,1011.0,7.7,62,Mumbai
2021-01-14T08:00,23.5,71,0.0,1011.4,9.8,62,Mumbai
2021-01-14T09:00,26.5,58,0.0,1012.1,6.6,41,Mumbai
2021-01-14T10:00,29.1,47,0.0,1012.1,3.8,17,Mumbai
2021-01-14T11:00,30.5,43,0.0,1011.5,5.4,307,Mumbai
2021-01-14T12:00,30.0,51,0.0,1010.2,12.1,300,Mumbai
2021-01-14T13:00,29.5,52,0.0,1008.9,15.5,306,Mumbai
2021-01-14T14:00,29.3,47,0.0,1008.1,16.6,311,Mumbai
2021-01-14T15:00,28.7,49,0.0,1007.7,19.1,316,Mumbai
2021-01-14T16:00,27.4,58,0.0,1007.8,20.1,317,Mumbai
2021-01-14T17:00,25.9,70,0.0,1007.7,18.1,319,Mumbai
2021-01-14T18:00,24.4,80,0.0,1008.3,18.7,322,Mumbai
2021-01-14T19:00,24.0,84,0.0,1008.9,18.9,325,Mumbai
2021-01-14T20:00,23.8,85,0.0,1009.9,15.8,336,Mumbai
2021-01-14T21:00,23.2,86,0.0,1010.9,8.5,12,Mumbai
2021-01-14T22:00,22.1,88,0.0,1011.1,5.4,20,Mumbai
2021-01-14T23:00,22.0,84,0.0,1010.6,5.1,356,Mumbai
2021-01-15T00:00,22.4,79,0.0,1009.8,8.2,331,Mumbai
2021-01-15T01:00,22.3,80,0.0,1009.4,11.1,335,Mumbai
2021-01-15T02:00,22.1,83,0.0,1009.0,11.0,341,Mumbai
2021-01-15T03:00,21.8,86,0.0,1008.7,9.2,349,Mumbai
2021-01-15T04:00,21.2,91,0.0,1008.7,7.6,357,Mumbai
2021-01-15T05:00,21.5,93,0.0,1008.8,5.4,4,Mumbai
2021-01-15T06:00,20.5,94,0.0,1009.4,4.8,27,Mumbai
2021-01-15T07:00,20.3,93,0.0,1010.0,4.4,55,Mumbai
2021-01-15T08:00,22.0,81,0.0,1010.7,4.7,86,Mumbai
2021-01-15T09:00,23.9,70,0.0,1011.5,2.8,310,Mumbai
2021-01-15T10:00,26.1,66,0.0,1012.0,10.0,300,Mumbai
2021-01-15T11:00,27.1,64,0.0,1011.6,14.4,307,Mumbai
2021-01-15T12:00,27.7,57,0.0,1010.5,15.0,312,Mumbai
2021-01-15T13:00,28.3,54,0.0,1009.3,15.9,309,Mumbai
2021-01-15T14:00,28.1,53,0.0,1008.5,18.1,316,Mumbai
2021-01-15T15:00,27.6,54,0.0,1008.3,19.1,319,Mumbai
2021-01-15T16:00,27.0,55,0.0,1008.2,18.1,325,Mumbai
2021-01-15T17:00,26.0,55,0.0,1008.4,13.5,326,Mumbai
2021-01-15T18:00,24.2,68,0.0,1008.8,8.4,320,Mumbai
2021-01-15T19:00,23.2,82,0.0,1009.6,11.2,320,Mumbai
2021-01-15T20:00,22.6,82,0.0,1010.1,7.8,338,Mumbai
2021-01-15T21:00,21.9,87,0.0,1010.5,7.1,345,Mumbai
2021-01-15T22:00,21.4,89,0.0,1010.3,6.8,342,Mumbai
2021-01-15T23:00,20.8,88,0.0,1010.1,6.6,347,Mumbai
2021-01-16T00:00,19.4,87,0.0,1009.7,8.8,12,Mumbai
2021-01-16T01:00,19.0,86,0.0,1009.5,8.2,15,Mumbai
2021-01-16T02:00,18.6,86,0.0,1009.1,8.5,12,Mumbai
2021-01-16T03:00,18.5,85,0.0,1008.7,8.0,5,Mumbai
2021-01-16T04:00,19.0,84,0.0,1008.5,6.8,357,Mumbai
